id,first_name,last_name,gender,birth_date,age,email,phone_number,address,city,postal_code,country,inn,passport_number,disease,chronic_condition,insurance_status,monthly_medical_expenses_usd,monthly_income_usd,monthly_expenses_usd,loan_amount_usd,loan_purpose,credit_score,education_level,employment_status,years_of_experience,family_size,number_of_children,marital_status,housing_status,industry
6484,John,Petersen,Male,1934-07-19,91,anthony66@hudson-hoover.net,121.442.5225x6104,36737 Jennifer Pass,Andrewbury,63590,Western Sahara,711060539725,182911712,Asthma,None,Insured,1875.74,16304.9,14145.16,36691.34,Medical,702,Bachelor's,Unemployed,36,2,1,Divorced,Rent,Finance
6485,James,Perry,Male,1975-07-15,50,xvega@hotmail.com,001-694-371-4634,352 Jones Underpass,Juliechester,69430,Trinidad and Tobago,682929665786,364969030,Asthma,Arthritis,Uninsured,1494.47,7691.84,3293.65,31463.88,Business,673,PhD,Retired,11,6,4,Married,Rent,Government
6486,Carla,Holt,Female,1999-05-10,26,qadams@hotmail.com,(865)049-1766,654 Kurt Throughway,East Deanville,03742,Saint Pierre and Miquelon,186075939637,234463250,Hypertension,Arthritis,Insured,1183.56,4474.24,3620.03,21983.79,Car,426,Associate Degree,Student,8,1,0,Divorced,Mortgage,IT
6487,Anthony,Watts,Male,1943-11-17,82,steeleandrea@hall-strong.info,782-951-6970,263 Allison Crescent Suite 076,New Monica,94542,Trinidad and Tobago,299599751388,588235653,Hypertension,None,Insured,356.21,7686.68,6381.8,27840.03,Home,363,Master's,Retired,11,3,2,Widowed,Own,Education
6488,Patrick,Murphy,Male,1952-06-17,73,kreynolds@fuller.com,001-594-697-8956x476,1711 Evans Rest,South Brettside,70758,Belarus,100522158651,163086880,Hypertension,None,Uninsured,1772.54,3431.9,3066.35,3914.64,Car,408,PhD,Employed,2,6,5,Single,Mortgage,Transportation
6489,Emily,Singh,Female,1943-04-18,82,xwright@avila-sims.com,6975773529,05479 Kelley Lakes Suite 375,West Garyburgh,98218,Saint Pierre and Miquelon,442765959680,356247845,Hypertension,Arthritis,Insured,1794.5,17112.84,13438.79,33584.7,Medical,637,Master's,Unemployed,25,3,2,Divorced,Own,Healthcare
6490,David,Avery,Male,1988-03-29,37,hernandezbrandy@case-patrick.com,+1-685-395-4272x396,009 Shannon Circle,Lopezchester,17357,Trinidad and Tobago,202450559048,143660715,Asthma,Acid Reflux,Uninsured,1145.11,2106.0,1635.52,1716.12,Medical,791,Bachelor's,Student,1,2,0,Married,Mortgage,Construction
6491,Victoria,Martinez,Female,1967-09-28,58,greenderek@russell.com,263.325.5145,34731 Sheri Gardens,South Dorothy,93168,Western Sahara,337708329102,775978860,Diabetes,Arthritis,Uninsured,406.79,19781.7,9261.23,24010.95,Personal,589,PhD,Student,29,3,1,Married,Own,Transportation
6492,Michael,Baker,Male,1959-11-14,66,espinozakayla@wall.info,987-011-1199x565,11366 Alvarado Summit,Nicholstown,15337,United Arab Emirates,296156702470,828735667,Hypertension,Seasonal Allergy,Partially Insured,1718.31,4651.25,2925.38,21646.22,Medical,657,Bachelor's,Self-employed,6,2,1,Single,Rent,Retail
6493,Jonathan,Sosa,Male,1945-12-29,80,jill43@yahoo.com,609-630-8539x89888,08635 Palmer Freeway Apt. 943,East Christineview,53806,Trinidad and Tobago,932517447754,230746841,None,Acid Reflux,Uninsured,1898.69,28593.36,15740.71,97609.56,Home,774,Master's,Employed,61,6,4,Married,Living with Family,Healthcare
6494,Wayne,Rodriguez,Male,1957-02-12,68,mcarr@gmail.com,(772)437-9615,06871 Cain Extensions Apt. 110,New Matthewview,55407,Saint Pierre and Miquelon,472732532364,545329405,Depression,Arthritis,Partially Insured,1668.49,14730.94,11028.09,21771.81,Car,367,PhD,Self-employed,25,4,3,Divorced,Living with Family,Construction
6495,David,Welch,Male,1943-05-21,82,jacksonjames@massey.com,914.499.6038x156,886 Kathryn Square,New Cassiemouth,40720,Trinidad and Tobago,710237032947,571959749,Hypertension,Acid Reflux,Insured,1353.97,14701.86,8136.33,27304.17,Business,486,PhD,Student,21,3,1,Married,Mortgage,IT
6496,Kayla,Roberts,Female,1957-08-27,68,lamkelly@daugherty.com,953.735.2214x45171,58307 Brandon Common,New Derekhaven,34619,Saint Pierre and Miquelon,262720158057,722459100,None,Arthritis,Partially Insured,1416.46,20845.65,11777.76,95279.03,Home,510,Master's,Self-employed,34,5,4,Single,Living with Family,None
6497,Ryan,Young,Male,1987-02-28,38,johnjohnson@gmail.com,293-798-3303x45344,6642 Laura Ridge Suite 360,West Anthony,65561,Western Sahara,316191381332,684987731,Diabetes,None,Uninsured,1348.59,12581.32,6408.26,3447.58,Home,596,Bachelor's,Unemployed,20,1,0,Divorced,Mortgage,Government
6498,Patrick,Dunn,Male,1982-05-06,43,brownkatrina@gross.info,778.046.1768,14123 Dunn Field Suite 063,Erictown,41687,Western Sahara,307922368389,979653571,Diabetes,Arthritis,Partially Insured,656.87,11328.77,9257.67,55512.91,Car,397,Bachelor's,Self-employed,24,2,1,Divorced,Mortgage,Government
6499,Victor,Clark,Male,1955-10-01,70,angelajones@yahoo.com,001-077-223-9704x710,92980 Snyder Views Apt. 039,East Glendashire,47436,Trinidad and Tobago,851148825269,244233550,Asthma,Acid Reflux,Partially Insured,1098.94,10333.06,4190.3,18818.86,Home,792,Bachelor's,Unemployed,20,6,5,Divorced,Living with Family,Transportation
6500,David,Rojas,Male,1938-02-10,87,robert55@hotmail.com,271-998-5980,49516 Dustin Crossing,North Holly,03455,Trinidad and Tobago,513747105846,767926644,Hypertension,Seasonal Allergy,Uninsured,406.96,15775.27,11344.99,35571.96,Personal,436,Master's,Unemployed,30,6,4,Married,Mortgage,Retail
6501,Laura,Potter,Female,2001-03-11,24,qbarrera@yahoo.com,+1-630-087-3793,4420 Charles Mountains Suite 801,Stevenview,62107,Western Sahara,959929431591,343209654,Asthma,Arthritis,Insured,1682.13,1318.05,664.62,2266.02,Medical,358,Associate Degree,Self-employed,0,1,0,Single,Mortgage,Education
6502,Barbara,Murphy,Female,2001-11-24,24,richardstone@gmail.com,001-285-500-0649,3480 Bentley Pike,Port Seanville,64589,United Arab Emirates,149682509891,764069077,Asthma,None,Insured,355.22,1377.05,1057.82,929.04,Personal,318,Associate Degree,Retired,0,1,0,Single,Mortgage,Construction
6503,Stanley,Bryan,Male,1945-10-01,80,jeffreyparks@hotmail.com,284-069-7440x9943,758 Becker Bridge,Martinezville,35921,Belarus,539663314195,537873582,Diabetes,Seasonal Allergy,Partially Insured,966.05,6476.14,5475.42,3163.48,Business,384,Bachelor's,Student,10,6,5,Single,Rent,Construction
6504,Emily,Flores,Female,1976-02-08,49,qfrazier@gmail.com,492-655-4875,48598 Caitlin Forge Suite 594,Rebeccaberg,08547,Trinidad and Tobago,664470489942,718339765,None,Acid Reflux,Uninsured,1313.15,11866.58,8898.24,47384.63,Car,678,PhD,Unemployed,18,1,0,Divorced,Rent,Retail
6505,Marilyn,Herman,Female,1937-07-23,88,jensenalexander@hotmail.com,451-194-1615,5597 Melissa Harbor,Millerville,40720,United Arab Emirates,303538648997,245064714,Diabetes,None,Insured,1248.84,28309.98,16088.15,33025.31,Education,597,Bachelor's,Unemployed,53,1,0,Divorced,Own,IT
6506,Thomas,Eaton,Male,1973-12-28,52,william63@gmail.com,915-753-5583x01884,672 Andrew Locks,Marymouth,69826,Trinidad and Tobago,449101335898,287640226,Asthma,Acid Reflux,Uninsured,1061.03,16213.45,13039.11,16570.87,Personal,529,PhD,Student,30,1,0,Widowed,Rent,None
6507,Jordan,Rush,Male,2006-01-21,19,robbinsmichael@hotmail.com,+1-345-316-6837x8352,670 Johnson Knolls,Phillipstown,77925,Saint Pierre and Miquelon,231844851465,495628801,Hypertension,Acid Reflux,Insured,1605.96,1516.8,1141.04,6236.79,Car,422,High School,Retired,1,1,0,Single,Mortgage,Finance
6508,Timothy,Barrera,Male,1991-10-17,34,wallraymond@thomas-sims.com,303-517-9091x42352,521 Rodriguez Vista Apt. 359,East Joshuahaven,40244,United Arab Emirates,397957934904,206353166,None,Seasonal Allergy,Uninsured,1822.35,4010.02,2617.24,10700.32,Personal,775,Master's,Student,5,1,0,Widowed,Own,Government
6509,Timothy,Dawson,Male,1951-06-14,74,brianthompson@gmail.com,470-990-0753,06096 Jones Cove Apt. 889,New Pamela,24682,Belarus,562861011376,957916183,Depression,Acid Reflux,Insured,943.81,13141.02,9076.99,29195.42,Personal,556,Bachelor's,Unemployed,25,4,3,Divorced,Mortgage,Education
6510,Alejandra,Moore,Female,1939-12-23,86,frodriguez@hotmail.com,355-480-7119,095 Brooks Vista,Schmidtmouth,92052,Western Sahara,106869483668,708832038,Asthma,Acid Reflux,Uninsured,285.49,6259.68,4781.63,23399.6,Car,515,PhD,Retired,9,5,4,Widowed,Living with Family,None
6511,James,Hahn,Male,1976-06-11,49,tesparza@poole-ayala.com,(846)841-4948x677,969 Robert Skyway,Williamsland,57794,United Arab Emirates,335605960307,113801385,Hypertension,Acid Reflux,Uninsured,886.01,10095.18,6681.03,45251.72,Medical,477,Bachelor's,Self-employed,18,5,3,Married,Living with Family,Government
6512,Kenneth,Mclaughlin,Male,2005-08-01,20,bondchloe@green.com,+1-077-829-3904x3514,4585 Graves Haven,Port Elizabethhaven,33390,Saint Pierre and Miquelon,999641614299,941136442,Asthma,None,Uninsured,1791.08,1852.36,1373.27,4966.44,Personal,302,High School,Unemployed,2,1,0,Single,Rent,Retail
6513,Rebekah,Jones,Female,1938-12-17,87,michael57@hotmail.com,896-101-0601x22945,47863 Kathleen Expressway,Dominguezton,30082,Saint Pierre and Miquelon,981902609203,468858959,Hypertension,None,Insured,770.74,20516.78,15754.26,41782.88,Home,327,Bachelor's,Retired,41,2,1,Divorced,Own,Finance
6514,Jonathan,Oliver,Male,1944-07-03,81,ashleydelacruz@gmail.com,001-748-657-9608x8888,440 Justin Corner,New Hannahside,53637,Belarus,986731793984,284802574,Hypertension,Arthritis,Insured,857.7,25372.35,11793.27,49537.24,Medical,574,Bachelor's,Student,62,3,1,Married,Mortgage,Government
6515,Jamie,Miller,Female,1978-04-01,47,cooperjoseph@montgomery-daniel.org,229.822.9147x04180,002 Claire Vista Apt. 195,West Thomas,52634,Belarus,768778580133,976155458,Hypertension,Acid Reflux,Uninsured,597.1,2709.28,1825.52,9223.73,Car,656,PhD,Self-employed,1,3,1,Married,Mortgage,Healthcare
6516,Rodney,Hancock,Male,1987-08-29,38,julie35@thompson.com,001-340-737-7803,721 James Ferry,Moonfort,99564,Belarus,448466442141,738112395,Asthma,Seasonal Allergy,Uninsured,578.23,12586.28,5849.8,11264.87,Home,380,PhD,Student,16,3,2,Single,Mortgage,Construction
6517,Hannah,Potter,Female,1979-05-12,46,richardvelez@yahoo.com,001-926-530-4513x84986,02909 Victor Lights Apt. 793,Clarkville,05618,Saint Pierre and Miquelon,561244156372,935014579,Depression,None,Partially Insured,1368.45,5973.61,4153.52,14320.88,Home,677,Master's,Self-employed,6,5,4,Single,Mortgage,Healthcare
6518,Maria,Fox,Female,1966-08-04,59,respinoza@yahoo.com,194-659-8490x5645,53206 Vanessa Knoll Suite 096,Stewartchester,71873,Belarus,644328118350,298223484,Hypertension,Seasonal Allergy,Insured,943.65,19205.21,8356.47,26576.58,Education,504,PhD,Unemployed,35,4,3,Single,Rent,None
6519,Elizabeth,Pena,Female,1963-04-28,62,clarknicholas@yahoo.com,+1-850-862-9614,40681 Jeremy Rest,Jasonview,73794,Western Sahara,118498742134,661739901,Depression,Arthritis,Uninsured,384.25,24632.2,17780.85,62178.47,Medical,656,Master's,Unemployed,43,5,4,Widowed,Living with Family,Education
6520,Matthew,Freeman,Male,1999-02-13,26,anthonyvang@gmail.com,484-509-5050,7232 Miranda Alley Suite 048,South Ashleyland,43122,Belarus,167541693523,538668265,None,Seasonal Allergy,Insured,1351.95,4343.02,2056.27,2032.35,Personal,630,Bachelor's,Employed,7,1,0,Divorced,Living with Family,Education
6521,Robert,Schneider,Male,1996-03-10,29,alison51@gmail.com,001-464-854-3762x042,1761 Matthew Mountain,North Luis,11973,Trinidad and Tobago,465959070775,249549043,Depression,Acid Reflux,Partially Insured,1802.67,5773.94,4939.36,12634.36,Home,545,Bachelor's,Employed,10,1,0,Widowed,Own,Hospitality
6522,Melanie,Thompson,Female,1971-06-15,54,brian30@gmail.com,541-342-8369x186,75796 Leslie Lights,Port Christopher,37443,Trinidad and Tobago,147037195139,123513184,Depression,None,Partially Insured,1676.54,8786.37,4883.4,38410.79,Personal,762,Master's,Student,15,3,2,Widowed,Rent,Construction
6523,Sarah,Pollard,Female,1962-06-27,63,patrickhinton@mcfarland-lee.biz,001-764-116-4877x7802,822 Kristin Port Apt. 995,East Michael,24682,Trinidad and Tobago,323155404000,788435068,Asthma,Acid Reflux,Insured,703.19,20996.35,9662.05,84160.1,Home,377,Master's,Retired,44,5,4,Divorced,Rent,Healthcare
6524,John,Mason,Male,1948-05-23,77,wsullivan@ramos.biz,292.613.5114,57949 Hinton Highway,Robertshire,28617,Western Sahara,409396132443,899469033,Asthma,None,Insured,501.73,11236.68,7111.87,46513.74,Business,451,Bachelor's,Student,22,6,5,Single,Own,IT
6525,Sean,James,Male,1985-10-29,40,castillojeff@burgess-casey.com,223.939.7615x03116,97859 Christopher Parkway,West Jamesstad,24682,Trinidad and Tobago,364935529319,364595454,Depression,Acid Reflux,Uninsured,976.84,2218.59,1895.96,1329.92,Business,615,Master's,Student,1,3,1,Married,Own,Healthcare
6526,David,Jones,Male,2006-05-06,19,mpatterson@gmail.com,142.264.3954,3295 Meadows Branch Suite 612,North Christina,48899,Trinidad and Tobago,596463657481,142850913,Depression,Arthritis,Insured,403.1,1126.25,884.99,2949.13,Business,338,High School,Retired,1,1,0,Single,Own,Government
6527,Pamela,Smith,Female,2002-09-09,23,spencecesar@brown-cruz.info,020-819-1131x9430,546 Vickie Radial,West Glenn,40106,Saint Pierre and Miquelon,163260694593,690457636,Depression,None,Uninsured,1797.4,2875.91,1285.25,4692.67,Home,531,Associate Degree,Retired,5,1,0,Single,Living with Family,Hospitality
6528,Molly,Reyes,Female,1942-08-24,83,alejandro92@hotmail.com,001-695-009-3657x916,4106 King Viaduct,Port Michael,99926,Western Sahara,192050703449,758912343,Depression,Seasonal Allergy,Insured,352.68,24930.74,20643.52,29707.82,Education,848,Bachelor's,Employed,46,3,1,Married,Mortgage,Retail
6529,Javier,Sandoval,Male,1969-06-15,56,meltondorothy@cooper.com,274.261.1169x3909,441 Brown Trail Suite 285,Sherryfurt,21310,Trinidad and Tobago,457183180533,862632644,None,Arthritis,Partially Insured,300.9,14316.03,8277.49,68212.91,Car,552,Bachelor's,Self-employed,34,2,1,Divorced,Rent,Government
6530,Jeffery,Gray,Male,1993-07-29,32,fieldsthomas@yahoo.com,183.341.9670,139 Roberts Field Apt. 406,East Lisaland,94542,Western Sahara,316684603870,629205347,Diabetes,None,Insured,1556.83,5139.71,4624.88,1836.62,Business,614,Bachelor's,Unemployed,8,1,0,Widowed,Own,Finance
6531,Aaron,Meyer,Male,1976-12-03,49,nathan00@jones.com,602.536.8783,00025 Hayes Springs Apt. 731,Lowechester,03977,Western Sahara,183464820777,845453929,Diabetes,Seasonal Allergy,Uninsured,1785.9,11277.37,6763.09,35271.68,Business,561,Bachelor's,Employed,26,3,1,Married,Own,Hospitality
6532,Kimberly,Glenn,Female,2004-01-19,21,wwalsh@hotmail.com,001-772-780-9457x301,387 Alex Estates,Cooperside,47601,United Arab Emirates,939632045215,748236013,None,None,Uninsured,551.27,967.03,792.49,3201.7,Medical,519,High School,Retired,0,1,0,Single,Own,Hospitality
6533,Tonya,Yu,Female,1992-03-06,33,ywilliams@hotmail.com,439.775.7810x55493,34417 Taylor Streets,Hallberg,42659,United Arab Emirates,265595528844,169760068,Diabetes,Acid Reflux,Uninsured,1302.01,3883.83,2262.27,7441.49,Medical,553,Bachelor's,Retired,5,1,0,Widowed,Own,Retail
6534,George,Harvey,Male,1997-05-20,28,sara39@lane.biz,8775662449,596 Cristian Trail,Scottchester,08873,Saint Pierre and Miquelon,859068338682,694114166,Hypertension,Seasonal Allergy,Insured,1612.76,978.14,728.02,3237.97,Education,767,Associate Degree,Student,0,1,0,Single,Own,Finance
6535,Cynthia,Maldonado,Female,1992-08-17,33,jwilliamson@walker.com,8638620188,45713 Simmons Views,Simpsonhaven,17449,United Arab Emirates,643081750507,737370299,Diabetes,None,Uninsured,626.52,6063.88,5247.32,1576.36,Home,608,PhD,Self-employed,9,2,1,Single,Mortgage,Retail
6536,Shannon,Lin,Female,1995-03-05,30,ingrambrent@mitchell-lambert.biz,392.870.6072x102,284 Black Plains,Rogersshire,64589,United Arab Emirates,929007897764,964750260,Diabetes,Acid Reflux,Uninsured,1014.27,6137.47,5352.01,23115.57,Education,341,Master's,Employed,8,1,0,Widowed,Living with Family,Construction
6537,James,Thomas,Male,1950-03-04,75,brownmatthew@ferrell.com,746-574-0917,258 Joseph Glens,Johnhaven,99564,United Arab Emirates,483083129609,316252749,Hypertension,None,Insured,1171.66,3962.57,1858.06,12117.0,Home,482,Bachelor's,Employed,5,6,4,Married,Own,IT
6538,Maxwell,Jones,Male,1951-05-30,74,kimberly22@fleming.info,561.565.6741x1879,706 Tammy Greens Apt. 831,West Davidmouth,32757,Western Sahara,565291129095,304146803,None,Acid Reflux,Uninsured,1988.64,13229.58,8856.2,46921.65,Car,743,PhD,Retired,16,3,2,Widowed,Own,Education
6539,Melissa,Wise,Female,1939-12-20,86,laura08@hotmail.com,001-930-596-9030x257,32821 Castro Ports,North Nicole,47295,Belarus,455289332429,996140945,Diabetes,Arthritis,Partially Insured,69.67,9712.4,7274.53,383.22,Car,493,Master's,Student,19,2,1,Widowed,Living with Family,Construction
6540,Donna,Alexander,Female,1979-04-27,46,thomas68@hotmail.com,191.378.3904,5264 Mark Station,Jaystad,41687,United Arab Emirates,698158018144,412470471,Hypertension,Arthritis,Partially Insured,1345.56,6464.34,4779.52,26265.12,Education,433,Master's,Self-employed,10,5,4,Widowed,Mortgage,Retail
6541,Mackenzie,Steele,Female,1943-01-05,82,randy97@nicholson.com,388.016.3923,6363 Holly Rapid Suite 081,Kimberlyshire,30195,Trinidad and Tobago,888438452512,891539617,Hypertension,Acid Reflux,Insured,1810.17,8634.4,4371.57,23732.59,Personal,619,Master's,Retired,15,4,3,Divorced,Mortgage,Education
6542,Donna,Jones,Female,1994-05-26,31,garciarobert@gmail.com,001-688-044-9813,98033 Jessica Manors Suite 475,Velasquezhaven,28617,United Arab Emirates,646543629084,425093124,Depression,Seasonal Allergy,Partially Insured,884.46,8533.76,7607.58,15047.96,Personal,465,PhD,Employed,12,1,0,Widowed,Own,Hospitality
6543,Donald,Wright,Male,1973-09-13,52,iharris@gmail.com,4145439390,748 Melissa Spurs Suite 890,Jasminefort,94706,Saint Pierre and Miquelon,479566588455,796782389,Diabetes,Seasonal Allergy,Uninsured,703.67,17977.0,12175.06,67253.14,Home,696,PhD,Employed,24,2,1,Widowed,Living with Family,Government
6544,David,Johnson,Male,1994-06-25,31,carlsonsuzanne@thomas-wise.com,(408)428-5658,674 Cassandra Prairie Apt. 904,Martinezburgh,12672,Western Sahara,144100612955,380889289,None,None,Insured,30.63,5114.05,2559.19,4551.21,Business,498,Master's,Unemployed,5,2,1,Single,Rent,Finance
6545,Matthew,Vaughn,Male,1938-01-20,87,beasleysarah@jensen.com,(761)032-6080,785 William Knoll Apt. 821,Thomasshire,96571,Saint Pierre and Miquelon,361665031578,137022351,None,Seasonal Allergy,Uninsured,632.1,17195.74,11467.97,70143.57,Car,726,PhD,Employed,27,6,4,Married,Mortgage,Finance
6546,Carmen,Perez,Female,1960-11-22,65,brendalang@yahoo.com,+1-244-987-8233x743,7347 Finley Forges,New Lindafurt,15671,Trinidad and Tobago,690529635532,222030680,Asthma,Acid Reflux,Partially Insured,1764.74,3490.84,1707.26,7861.66,Home,624,PhD,Employed,2,5,3,Married,Mortgage,Construction
6547,Robin,Casey,Female,2003-05-19,22,bridgesnatalie@delgado-jones.com,(009)745-3271x20437,7077 Michael Plaza Suite 814,Williamsmouth,18477,Trinidad and Tobago,676094523868,735049546,Diabetes,None,Partially Insured,1115.32,2982.94,2608.06,7649.58,Car,623,Bachelor's,Retired,3,1,0,Single,Rent,Finance
6548,Philip,Kim,Male,1945-04-20,80,mbuchanan@leon.org,249.934.9103x061,2526 Kimberly Summit Apt. 485,Lisaport,08873,United Arab Emirates,230979389715,285728424,Asthma,Arthritis,Insured,1579.92,14887.37,11571.67,36040.38,Education,576,Bachelor's,Self-employed,30,6,5,Single,Mortgage,Finance
6549,Gloria,Washington,Female,1997-06-24,28,jmeyer@yoder.org,667.601.3579x94789,54341 Daniel Roads,South Kyle,22650,Western Sahara,171503216494,330324111,Asthma,None,Partially Insured,375.81,3091.72,2086.73,5022.77,Car,816,Master's,Employed,3,1,0,Widowed,Living with Family,Transportation
6550,Hunter,Garcia,Male,1981-05-12,44,rachelpowell@hotmail.com,568.505.5463x10769,410 Frye Neck Suite 604,Dennisfurt,13715,Trinidad and Tobago,332813966858,733583644,Hypertension,Acid Reflux,Insured,1221.03,14440.59,7752.38,26900.98,Business,563,PhD,Student,26,2,1,Widowed,Mortgage,Healthcare
6551,Edward,Tucker,Male,1965-04-07,60,nicholsonjoseph@bell.com,001-217-406-2325,4784 Johnson Islands,South Jonathanmouth,96236,Western Sahara,806380863468,270395093,Depression,None,Partially Insured,290.92,21591.06,11063.57,17603.78,Medical,749,PhD,Self-employed,32,3,2,Single,Rent,Education
